soc,name,group,employment,projected,growth,change,exits,transfers,annualChange,openings,education,wage,onet,geography,employment_base_year,projection_year,wage_year,retrieved,source_url
47-4011,Construction and Building Inspectors,Construction,4293.0,4248.0,-1.05,-45.0,241.0,192.0,-4.0,429.0,High school diploma or equivalent,86940.0,47-4011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-4021,Elevator and Escalator Installers and Repairers,Construction,488.0,523.0,7.17,35.0,14.0,25.0,4.0,43.0,High school diploma or equivalent,123100.0,47-4021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-4041,Hazardous Materials Removal Workers,Construction,2528.0,2552.0,0.95,24.0,114.0,129.0,2.0,245.0,High school diploma or equivalent,52820.0,47-4041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-4051,Highway Maintenance Workers,Construction,1928.0,2022.0,4.88,94.0,62.0,83.0,9.0,154.0,High school diploma or equivalent,61800.0,47-4051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,Construction,477.0,521.0,9.22,44.0,15.0,26.0,4.0,45.0,High school diploma or equivalent,56940.0,47-4071.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-4090,Miscellaneous Construction and Related Workers,Construction,900.0,943.0,4.78,43.0,28.0,48.0,4.0,80.0,High school diploma or equivalent,73700.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-5022,"Excavating and Loading Machine and Dragline Operators, Surfa",Construction,198.0,206.0,4.04,8.0,6.0,11.0,1.0,18.0,High school diploma or equivalent,75540.0,47-5022.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
47-5023,"Earth Drillers, Except Oil and Gas",Construction,153.0,173.0,13.07,20.0,5.0,9.0,2.0,16.0,High school diploma or equivalent,67750.0,47-5023.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repaire",Installation & repair,12658.0,13301.0,5.08,643.0,452.0,593.0,64.0,1109.0,High school diploma or equivalent,92890.0,49-1011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-2011,"Computer, Automated Teller, and Office Machine Repairers",Installation & repair,1229.0,1211.0,-1.46,-18.0,43.0,76.0,-2.0,117.0,"Some college, no degree",57900.0,49-2011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairer",Installation & repair,349.0,419.0,20.06,70.0,12.0,22.0,7.0,41.0,Associate's degree,66990.0,49-2021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-2092,"Electric Motor, Power Tool, and Related Repairers",Installation & repair,372.0,382.0,2.69,10.0,19.0,17.0,1.0,37.0,High school diploma or equivalent,70670.0,49-2092.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-2094,"Electrical and Electronics Repairers, Commercial and Industr",Installation & repair,756.0,746.0,-1.32,-10.0,22.0,36.0,-1.0,57.0,Postsecondary non-degree award,79300.0,49-2094.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation",Installation & repair,356.0,399.0,12.08,43.0,11.0,18.0,4.0,33.0,Postsecondary non-degree award,111350.0,49-2095.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-2098,Security and Fire Alarm Systems Installers,Installation & repair,2595.0,2723.0,4.93,128.0,85.0,164.0,13.0,262.0,High school diploma or equivalent,78560.0,49-2098.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-3011,Aircraft Mechanics and Service Technicians,Installation & repair,1564.0,1666.0,6.52,102.0,46.0,77.0,10.0,133.0,Postsecondary non-degree award,96210.0,49-3011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-3021,Automotive Body and Related Repairers,Installation & repair,2945.0,3041.0,3.26,96.0,113.0,133.0,10.0,256.0,High school diploma or equivalent,59290.0,49-3021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-3022,Automotive Glass Installers and Repairers,Installation & repair,236.0,244.0,3.39,8.0,6.0,10.0,1.0,17.0,High school diploma or equivalent,56560.0,49-3022.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-3023,Automotive Service Technicians and Mechanics,Installation & repair,14467.0,15285.0,5.65,818.0,476.0,728.0,82.0,1286.0,Postsecondary non-degree award,62960.0,49-3023.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,Installation & repair,5102.0,5363.0,5.12,261.0,172.0,244.0,26.0,442.0,High school diploma or equivalent,73640.0,49-3031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",Installation & repair,2277.0,2389.0,4.92,112.0,69.0,117.0,11.0,197.0,High school diploma or equivalent,80190.0,49-3042.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-3043,Rail Car Repairers,Installation & repair,475.0,506.0,6.53,31.0,14.0,25.0,3.0,42.0,High school diploma or equivalent,101040.0,49-3043.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-3051,Motorboat Mechanics and Service Technicians,Installation & repair,828.0,892.0,7.73,64.0,39.0,40.0,6.0,85.0,High school diploma or equivalent,70900.0,49-3051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,Installation & repair,433.0,446.0,3.0,13.0,20.0,20.0,1.0,41.0,High school diploma or equivalent,59070.0,49-3053.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-3091,Bicycle Repairers,Installation & repair,458.0,468.0,2.18,10.0,26.0,32.0,1.0,59.0,High school diploma or equivalent,42450.0,49-3091.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-3092,Recreational Vehicle Service Technicians,Installation & repair,410.0,448.0,9.27,38.0,24.0,30.0,4.0,58.0,High school diploma or equivalent,60180.0,49-3092.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-3093,Tire Repairers and Changers,Installation & repair,1126.0,1211.0,7.55,85.0,65.0,82.0,8.0,155.0,High school diploma or equivalent,38550.0,49-3093.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9012,"Control and Valve Installers and Repairers, Except Mechanica",Installation & repair,1727.0,1810.0,4.81,83.0,60.0,81.0,8.0,149.0,High school diploma or equivalent,89360.0,49-9012.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Installation & repair,8215.0,9032.0,9.95,817.0,251.0,463.0,82.0,796.0,Postsecondary non-degree award,77760.0,49-9021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9031,Home Appliance Repairers,Installation & repair,805.0,833.0,3.48,28.0,31.0,34.0,3.0,68.0,High school diploma or equivalent,74410.0,49-9031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9041,Industrial Machinery Mechanics,Installation & repair,6315.0,7393.0,17.07,1078.0,262.0,296.0,108.0,666.0,High school diploma or equivalent,72660.0,49-9041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9043,"Maintenance Workers, Machinery",Installation & repair,321.0,329.0,2.49,8.0,15.0,14.0,1.0,30.0,High school diploma or equivalent,56930.0,49-9043.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9051,Electrical Power-Line Installers and Repairers,Installation & repair,2524.0,2859.0,13.27,335.0,62.0,139.0,34.0,235.0,High school diploma or equivalent,108040.0,49-9051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9052,Telecommunications Line Installers and Repairers,Installation & repair,2332.0,2354.0,0.94,22.0,81.0,138.0,2.0,221.0,High school diploma or equivalent,91700.0,49-9052.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9062,Medical Equipment Repairers,Installation & repair,1461.0,1583.0,8.35,122.0,60.0,75.0,12.0,147.0,Associate's degree,76500.0,49-9062.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9071,"Maintenance and Repair Workers, General",Installation & repair,28554.0,30050.0,5.24,1496.0,1357.0,1353.0,150.0,2860.0,High school diploma or equivalent,58930.0,49-9071.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",Installation & repair,117.0,112.0,-4.27,-5.0,5.0,7.0,0.0,12.0,High school diploma or equivalent,60240.0,49-9091.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9094,Locksmiths and Safe Repairers,Installation & repair,514.0,474.0,-7.78,-40.0,25.0,24.0,-4.0,45.0,High school diploma or equivalent,67510.0,49-9094.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9096,Riggers,Installation & repair,269.0,280.0,4.09,11.0,9.0,18.0,1.0,28.0,High school diploma or equivalent,60780.0,49-9096.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",Installation & repair,1533.0,1608.0,4.89,75.0,77.0,105.0,8.0,190.0,High school diploma or equivalent,44370.0,49-9098.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
49-9099,"Installation, Maintenance, and Repair Workers, All Other",Installation & repair,1784.0,1839.0,3.08,55.0,74.0,96.0,6.0,176.0,High school diploma or equivalent,63590.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-1011,First-Line Supervisors of Production and Operating Workers,Production,13718.0,14208.0,3.57,490.0,498.0,830.0,49.0,1377.0,High school diploma or equivalent,83140.0,51-1011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Ex",Production,10923.0,10640.0,-2.59,-283.0,520.0,624.0,-28.0,1116.0,High school diploma or equivalent,49620.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-2031,Engine and Other Machine Assemblers,Production,201.0,171.0,-14.93,-30.0,6.0,13.0,-3.0,16.0,High school diploma or equivalent,53840.0,51-2031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-2041,Structural Metal Fabricators and Fitters,Production,708.0,613.0,-13.42,-95.0,26.0,40.0,-10.0,56.0,High school diploma or equivalent,64790.0,51-2041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-2051,Fiberglass Laminators and Fabricators,Production,255.0,266.0,4.31,11.0,11.0,16.0,1.0,28.0,High school diploma or equivalent,54270.0,51-2051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-2090,Miscellaneous Assemblers and Fabricators,Production,11641.0,11877.0,2.03,236.0,508.0,746.0,24.0,1278.0,High school diploma or equivalent,47080.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-3011,Bakers,Production,5569.0,6021.0,8.12,452.0,388.0,483.0,45.0,916.0,No formal educational credential,41280.0,51-3011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-3021,Butchers and Meat Cutters,Production,1824.0,1869.0,2.47,45.0,85.0,130.0,4.0,219.0,No formal educational credential,49210.0,51-3021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Production,1690.0,1787.0,5.74,97.0,80.0,122.0,10.0,212.0,No formal educational credential,38570.0,51-3022.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-3023,Slaughterers and Meat Packers,Production,126.0,132.0,4.76,6.0,6.0,9.0,1.0,16.0,No formal educational credential,40680.0,51-3023.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operat",Production,257.0,265.0,3.11,8.0,10.0,20.0,1.0,31.0,No formal educational credential,46790.0,51-3091.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-3092,Food Batchmakers,Production,5728.0,6159.0,7.52,431.0,331.0,432.0,43.0,806.0,High school diploma or equivalent,38990.0,51-3092.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-3093,Food Cooking Machine Operators and Tenders,Production,485.0,499.0,2.89,14.0,33.0,40.0,1.0,74.0,High school diploma or equivalent,46640.0,51-3093.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-3099,"Food Processing Workers, All Other",Production,155.0,158.0,1.94,3.0,6.0,10.0,0.0,16.0,No formal educational credential,44320.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tender",Production,1829.0,1901.0,3.94,72.0,67.0,115.0,7.0,189.0,High school diploma or equivalent,52350.0,51-4021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and P",Production,250.0,209.0,-16.4,-41.0,8.0,14.0,-4.0,18.0,High school diploma or equivalent,59820.0,51-4022.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and P",Production,421.0,419.0,-0.48,-2.0,15.0,26.0,0.0,41.0,High school diploma or equivalent,50750.0,51-4023.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and",Production,3310.0,3041.0,-8.13,-269.0,143.0,177.0,-27.0,293.0,High school diploma or equivalent,49360.0,51-4031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Sette",Production,2299.0,2120.0,-7.79,-179.0,92.0,121.0,-18.0,195.0,High school diploma or equivalent,54320.0,51-4033.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tende",Production,416.0,367.0,-11.78,-49.0,13.0,27.0,-5.0,35.0,High school diploma or equivalent,60670.0,51-4034.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders,",Production,293.0,260.0,-11.26,-33.0,9.0,19.0,-3.0,25.0,High school diploma or equivalent,63800.0,51-4035.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4041,Machinists,Production,7710.0,7879.0,2.19,169.0,320.0,446.0,17.0,783.0,High school diploma or equivalent,69390.0,51-4041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4051,Metal-Refining Furnace Operators and Tenders,Production,141.0,143.0,1.42,2.0,5.0,9.0,0.0,14.0,High school diploma or equivalent,57140.0,51-4051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4052,"Pourers and Casters, Metal",Production,122.0,128.0,4.92,6.0,5.0,8.0,1.0,14.0,High school diploma or equivalent,63350.0,51-4052.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4061,"Model Makers, Metal and Plastic",Production,110.0,87.0,-20.91,-23.0,4.0,6.0,-2.0,8.0,High school diploma or equivalent,75160.0,51-4061.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4071,Foundry Mold and Coremakers,Production,123.0,101.0,-17.89,-22.0,5.0,7.0,-2.0,10.0,High school diploma or equivalent,59070.0,51-4071.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators,",Production,4028.0,3932.0,-2.38,-96.0,174.0,258.0,-10.0,422.0,High school diploma or equivalent,44750.0,51-4072.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal",Production,1572.0,1595.0,1.46,23.0,61.0,95.0,2.0,158.0,High school diploma or equivalent,51570.0,51-4081.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4111,Tool and Die Makers,Production,942.0,872.0,-7.43,-70.0,42.0,50.0,-7.0,85.0,Postsecondary non-degree award,68680.0,51-4111.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4121,"Welders, Cutters, Solderers, and Brazers",Production,3204.0,3338.0,4.18,134.0,99.0,217.0,13.0,329.0,High school diploma or equivalent,65050.0,51-4121.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, ",Production,753.0,702.0,-6.77,-51.0,22.0,48.0,-5.0,65.0,High school diploma or equivalent,51550.0,51-4122.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Met",Production,186.0,163.0,-12.37,-23.0,7.0,10.0,-2.0,15.0,High school diploma or equivalent,57430.0,51-4191.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4192,"Layout Workers, Metal and Plastic",Production,105.0,99.0,-5.71,-6.0,4.0,6.0,-1.0,9.0,High school diploma or equivalent,63350.0,51-4192.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and P",Production,1016.0,913.0,-10.14,-103.0,37.0,58.0,-10.0,85.0,High school diploma or equivalent,45930.0,51-4193.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
